2023-03-15 14:07:20,0
2023-03-15 14:07:25,0.0909
2023-03-15 14:07:30,0.291
2023-03-15 14:07:35,0.782
2023-03-15 14:07:40,1.69
2023-03-15 14:07:45,3.15
2023-03-15 14:07:50,5.27
2023-03-15 14:07:55,8.18
2023-03-15 14:08:00,12.0
2023-03-15 14:08:05,16.8
2023-03-15 14:08:10,22.5
2023-03-15 14:08:15,29.4
2023-03-15 14:08:20,37.3
2023-03-15 14:08:25,46.3
2023-03-15 14:08:30,56.1
2023-03-15 14:08:35,66.5
2023-03-15 14:08:40,871
2023-03-15 14:08:45,835
2023-03-15 14:08:50,811
2023-03-15 14:08:55,796
2023-03-15 14:09:00,782
2023-03-15 14:09:05,758
2023-03-15 14:09:10,740
2023-03-15 14:09:15,1727
2023-03-15 14:09:20,1711
2023-03-15 14:09:25,2703
2023-03-15 14:09:30,1678
2023-03-15 14:09:35,1666
2023-03-15 14:09:40,4653
2023-03-15 14:09:45,5304
2023-03-15 14:09:50,4629
2023-03-15 14:09:55,4618
2023-03-15 14:10:00,3606
2023-03-15 14:10:05,588
2023-03-15 14:10:10,571
2023-03-15 14:10:15,560
2023-03-15 14:10:20,551
2023-03-15 14:10:25,544
2023-03-15 14:10:30,537
2023-03-15 14:10:35,527
2023-03-15 14:10:40,519
2023-03-15 14:10:45,505
2023-03-15 14:10:50,497
2023-03-15 14:10:55,490
2023-03-15 14:11:00,482
2023-03-15 14:11:05,474
2023-03-15 14:11:10,464
2023-03-15 14:11:15,452
2023-03-15 14:11:20,449
2023-03-15 14:11:25,439
2023-03-15 14:11:30,426
2023-03-15 14:11:35,422
2023-03-15 14:11:40,411
2023-03-15 14:11:45,392
2023-03-15 14:11:50,371
2023-03-15 14:11:55,379
2023-03-15 14:12:00,369
2023-03-15 14:12:05,357
2023-03-15 14:12:10,343
2023-03-15 14:12:15,295
2023-03-15 14:12:20,286
2023-03-15 14:12:25,274
2023-03-15 14:12:30,256
2023-03-15 14:12:35,250
2023-03-15 14:12:40,240
2023-03-15 14:12:45,228
2023-03-15 14:12:50,218
2023-03-15 14:12:55,203
2023-03-15 14:13:00,199
2023-03-15 14:13:05,192
2023-03-15 14:13:10,176
2023-03-15 14:13:15,172
2023-03-15 14:13:20,157
2023-03-15 14:13:25,160
2023-03-15 14:13:30,153
2023-03-15 14:13:35,149
2023-03-15 14:13:40,142
2023-03-15 14:13:45,126
2023-03-15 14:13:50,129
2023-03-15 14:13:55,120
2023-03-15 14:14:00,113
2023-03-15 14:14:05,112
2023-03-15 14:14:10,101
2023-03-15 14:14:15,95
2023-03-15 14:14:20,77
2023-03-15 14:14:25,87
2023-03-15 14:14:30,79
2023-03-15 14:14:35,69
2023-03-15 14:14:40,1061
2023-03-15 14:14:45,47
2023-03-15 14:14:50,1051
2023-03-15 14:14:55,1032
2023-03-15 14:15:00,1025
2023-03-15 14:15:05,1019
2023-03-15 14:15:10,1009
2023-03-15 14:15:15,1995
2023-03-15 14:15:20,1977
2023-03-15 14:15:25,3973
2023-03-15 14:15:30,3959
2023-03-15 14:15:35,3950
2023-03-15 14:15:40,1932
2023-03-15 14:15:45,5600
2023-03-15 14:15:50,4920
2023-03-15 14:15:55,765
2023-03-15 14:16:00,685
2023-03-15 14:16:05,702
2023-03-15 14:16:10,527
2023-03-15 14:16:15,563
2023-03-15 14:16:20,553
2023-03-15 14:16:25,471
2023-03-15 14:16:30,395
2023-03-15 14:16:35,311
2023-03-15 14:16:40,248
2023-03-15 14:16:45,223
2023-03-15 14:16:50,237
2023-03-15 14:16:55,151
2023-03-15 14:17:00,121
2023-03-15 14:17:05,164
2023-03-15 14:17:10,89
2023-03-15 14:17:15,47
2023-03-15 14:17:20,28
2023-03-15 14:17:25,20
2023-03-15 14:17:30,20
2023-03-15 14:17:35,20
2023-03-15 14:17:40,20
2023-03-15 14:17:45,20
2023-03-15 14:17:50,20
2023-03-15 14:17:55,20
2023-03-15 14:18:00,20
2023-03-15 14:18:05,20
2023-03-15 14:18:10,20
2023-03-15 14:18:15,20
2023-03-15 14:18:20,20
